"Img","source","root","root_name","mark_type","position","diameter","angle","x","y","root_order","root_ontology","value"
"null","null","15381560-c95f-4952-a2c0-b71e04f0a942","root_1","Number",6.01007,0.137583,4.37159,12.2428,24.6888,0,"Primary root","6"
"null","null","15381560-c95f-4952-a2c0-b71e04f0a942","root_1","Number",6.27079,0.139047,4.41322,12.1581,24.9428,0,"Primary root","7"
"null","null","15381560-c95f-4952-a2c0-b71e04f0a942","root_1","Number",6.52107,0.14387,4.41322,12.0735,25.1799,0,"Primary root","8"
"null","null","15381560-c95f-4952-a2c0-b71e04f0a942","root_1","Number",6.83869,0.151893,4.38124,11.9719,25.4847,0,"Primary root","9"
"null","null","15381560-c95f-4952-a2c0-b71e04f0a942","root_1","Number",7.13088,0.139175,4.33866,11.8872,25.7556,0,"Primary root","10"
"null","null","15381560-c95f-4952-a2c0-b71e04f0a942","root_1","Number",7.31326,0.142251,4.33866,11.8195,25.9249,0,"Primary root","11"
"null","null","15381560-c95f-4952-a2c0-b71e04f0a942","root_1","Number",7.76909,0.161462,4.35938,11.6671,26.3652,0,"Primary root","12"
"null","null","15381560-c95f-4952-a2c0-b71e04f0a942","root_1","Number",8.12177,0.171959,4.43263,11.5485,26.6869,0,"Primary root","13"
"null","null","15381560-c95f-4952-a2c0-b71e04f0a942","root_1","Length",19.5269,0,0,10.5756,37.9646,0,"Primary root","null"
"TRmock_PL10_DAT18.xml","TRmock_PL10_DAT18.xml","d3a5d94d-a211-4eb3-9557-81f839157f58","root_0","Origin",0,0,0,13.8636,12.9249,0,"Primary root","null"
"null","null","d3a5d94d-a211-4eb3-9557-81f839157f58","root_0","Number",19.7938,0.201604,4.67519,7.55227,30.8525,0,"Primary root","1"
"null","null","d3a5d94d-a211-4eb3-9557-81f839157f58","root_0","Number",19.3115,0.223227,4.60494,7.58613,30.3615,0,"Primary root","0"
"null","null","d3a5d94d-a211-4eb3-9557-81f839157f58","root_0","Number",18.8564,0.207665,4.55308,7.63693,29.9212,0,"Primary root","-1"
"null","null","d3a5d94d-a211-4eb3-9557-81f839157f58","root_0","Number",18.582,0.177791,4.55308,7.68773,29.6503,0,"Primary root","-2"
"null","null","d3a5d94d-a211-4eb3-9557-81f839157f58","root_0","Number",18.3587,0.177791,4.55308,7.7216,29.4301,0,"Primary root","-3"
"null","null","d3a5d94d-a211-4eb3-9557-81f839157f58","root_0","Number",18.0582,0.177791,4.4834,7.7724,29.1253,0,"Primary root","-4"
"null","null","d3a5d94d-a211-4eb3-9557-81f839157f58","root_0","Number",17.7466,0.177791,4.32418,7.874,28.8375,0,"Primary root","-5"
"null","null","d3a5d94d-a211-4eb3-9557-81f839157f58","root_0","Number",17.6867,0.177791,4.32418,7.89093,28.7697,0,"Primary root","-6"
"null","null","d3a5d94d-a211-4eb3-9557-81f839157f58","root_0","Number",17.383,0.177791,5.07889,7.90787,28.4988,0,"Primary root","-7"
"null","null","d3a5d94d-a211-4eb3-9557-81f839157f58","root_0","Number",17.1945,0.177791,5.07889,7.84013,28.3125,0,"Primary root","-8"
"null","null","d3a5d94d-a211-4eb3-9557-81f839157f58","root_0","Number",16.6398,0.170879,4.13038,8.0772,27.8553,0,"Primary root","-9"
"null","null","d3a5d94d-a211-4eb3-9557-81f839157f58","root_0","Number",16.3118,0.172967,4.33791,8.2296,27.5675,0,"Primary root","-10"
"null","null","d3a5d94d-a211-4eb3-9557-81f839157f58","root_0","Number",15.9752,0.183742,4.33791,8.34813,27.2457,0,"Primary root","-11"
"null","null","d3a5d94d-a211-4eb3-9557-81f839157f58","root_0","Number",15.6912,0.199548,4.95151,8.3312,26.9748,0,"Primary root","-12"
"null","null","d3a5d94d-a211-4eb3-9557-81f839157f58","root_0","Number",15.4872,0.203968,4.60139,8.3312,26.7716,0,"Primary root","-13"
"null","null","d3a5d94d-a211-4eb3-9557-81f839157f58","root_0","Number",15.2998,0.201021,4.39363,8.34813,26.5853,0,"Primary root","-14"
"null","null","d3a5d94d-a211-4eb3-9557-81f839157f58","root_0","Number",14.9357,0.167842,4.39363,8.46667,26.2467,0,"Primary root","-15"
"null","null","d3a5d94d-a211-4eb3-9557-81f839157f58","root_0","Number",14.7745,0.160872,4.75203,8.4836,26.0773,0,"Primary root","-16"
"null","null","d3a5d94d-a211-4eb3-9557-81f839157f58","root_0","Number",14.385,0.163263,4.45796,8.4836,25.7048,0,"Primary root","-17"
"null","null","d3a5d94d-a211-4eb3-9557-81f839157f58","root_0","Number",14.2775,0.167876,4.45796,8.51747,25.5863,0,"Primary root","-18"
"null","null","d3a5d94d-a211-4eb3-9557-81f839157f58","root_0","Number",13.8626,0.17234,3.92694,8.77147,25.2815,0,"Primary root","-19"
"null","null","d3a5d94d-a211-4eb3-9557-81f839157f58","root_0","Length",25.6279,0,0,6.78644,36.4807,0,"Primary root","null"
"TRmock_PL1_DAT18.xml","TRmock_PL1_DAT18.xml","1e9bd7ea-0ac1-4024-883e-f178e30bbefd","root_2","Origin",0,0,0,16.2839,35.671,0,"Primary root","null"
"null","null","1e9bd7ea-0ac1-4024-883e-f178e30bbefd","root_2","Number",3.8636,0.185814,4.6638,16.1375,39.5224,0,"Primary root","1"
"null","null","1e9bd7ea-0ac1-4024-883e-f178e30bbefd","root_2","Number",3.27171,0.195323,4.69535,16.1883,38.9297,0,"Primary root","0"
"null","null","1e9bd7ea-0ac1-4024-883e-f178e30bbefd","root_2","Number",2.4231,0.223289,4.75827,16.2052,38.0831,0,"Primary root","-1"
"null","null","1e9bd7ea-0ac1-4024-883e-f178e30bbefd","root_2","Number",2.1861,0.223289,4.69391,16.1883,37.846,0,"Primary root","-2"
"null","null","1e9bd7ea-0ac1-4024-883e-f178e30bbefd","root_2","Number",1.19937,0.223289,4.66551,16.256,36.8639,0,"Primary root","-3"
"null","null","1e9bd7ea-0ac1-4024-883e-f178e30bbefd","root_2","Length",11.3112,0,0,16.0687,46.8848,0,"Primary root","null"
"TRmock_PL1_DAT18.xml","TRmock_PL1_DAT18.xml","e96a6a53-7311-41a7-be5d-5743eb46d32b","root_1","Origin",0,0,0,18.8001,34.2877,0,"Primary root","null"
"null","null","e96a6a53-7311-41a7-be5d-5743eb46d32b","root_1","Length",5.90264,0,0,18.7294,40.0909,0,"Primary root","null"
"TRmock_PL1_DAT18.xml","TRmock_PL1_DAT18.xml","9e346b36-87b7-4982-846a-b9c0b5b6fd3b","root_0","Origin",0,0,0,14.5238,22.3134,0,"Primary root","null"
"null","null","9e346b36-87b7-4982-846a-b9c0b5b6fd3b","root_0","Number",9.8498,0.173686,4.68732,14.1224,32.1225,0,"Primary root","1"
"null","null","9e346b36-87b7-4982-846a-b9c0b5b6fd3b","root_0","Number",9.4414,0.174962,4.68732,14.1393,31.7161,0,"Primary root","0"
"null","null","9e346b36-87b7-4982-846a-b9c0b5b6fd3b","root_0","Number",8.91903,0.196051,4.72817,14.1055,31.1912,0,"Primary root","-1"
"null","null","9e346b36-87b7-4982-846a-b9c0b5b6fd3b","root_0","Number",8.52628,0.161645,4.8071,14.0885,30.8017,0,"Primary root","-2"
"null","null","9e346b36-87b7-4982-846a-b9c0b5b6fd3b","root_0","Number",7.97034,0.191975,4.73741,14.0547,30.2429,0,"Primary root","-3"
"null","null","9e346b36-87b7-4982-846a-b9c0b5b6fd3b","root_0","Number",7.44216,0.188618,4.70983,14.1055,29.718,0,"Primary root","-4"
"null","null","9e346b36-87b7-4982-846a-b9c0b5b6fd3b","root_0","Number",6.98569,0.203304,4.68857,14.1055,29.2608,0,"Primary root","-5"
"null","null","9e346b36-87b7-4982-846a-b9c0b5b6fd3b","root_0","Number",5.71276,0.20051,4.68478,14.1055,27.9908,0,"Primary root","-6"
"null","null","9e346b36-87b7-4982-846a-b9c0b5b6fd3b","root_0","Number",5.04282,0.224832,4.5097,14.1901,27.3304,0,"Primary root","-7"
"null","null","9e346b36-87b7-4982-846a-b9c0b5b6fd3b","root_0","Number",4.24514,0.182727,4.58489,14.2409,26.5345,0,"Primary root","-8"
"null","null","9e346b36-87b7-4982-846a-b9c0b5b6fd3b","root_0","Number",3.74896,0.186267,4.64165,14.2917,26.0435,0,"Primary root","-9"
"null","null","9e346b36-87b7-4982-846a-b9c0b5b6fd3b","root_0","Number",2.66574,0.208174,4.6345,14.3764,24.9597,0,"Primary root","-10"
"null","null","9e346b36-87b7-4982-846a-b9c0b5b6fd3b","root_0","Number",1.75796,0.2032,4.69626,14.4272,24.0623,0,"Primary root","-11"
"null","null","9e346b36-87b7-4982-846a-b9c0b5b6fd3b","root_0","Number",1.25359,0.224859,4.61344,14.4611,23.5543,0,"Primary root","-12"
"null","null","9e346b36-87b7-4982-846a-b9c0b5b6fd3b","root_0","Number",0.890553,0.228597,4.66869,14.478,23.1987,0,"Primary root","-13"
"null","null","9e346b36-87b7-4982-846a-b9c0b5b6fd3b","root_0","Number",0.524027,0.235701,4.61804,14.5119,22.8261,0,"Primary root","-14"
"null","null","9e346b36-87b7-4982-846a-b9c0b5b6fd3b","root_0","Length",17.8612,0,0,13.9047,40.1136,0,"Primary root","null"
"TRmock_PL2_DAT18.xml","TRmock_PL2_DAT18.xml","bd13ce6e-7e0e-40bc-9f19-bda20a2b75d4","root_1","Origin",0,0,0,16.3706,43.8872,0,"Primary root","null"
"null","null","bd13ce6e-7e0e-40bc-9f19-bda20a2b75d4","root_1","Length",8.08732,0,0,17.4798,51.6708,0,"Primary root","null"
"TRmock_PL2_DAT18.xml","TRmock_PL2_DAT18.xml","43df298d-a25e-43cf-9ba2-4b3c35cde76c","root_0","Origin",0,0,0,12.9462,17.8308,0,"Primary root","null"
"null","null","43df298d-a25e-43cf-9ba2-4b3c35cde76c","root_0","Number",12.1966,0.188226,4.62002,12.0735,29.8704,0,"Primary root","1"
"null","null","43df298d-a25e-43cf-9ba2-4b3c35cde76c","root_0","Number",11.146,0.169596,4.66676,12.0565,28.8375,0,"Primary root","0"
"null","null","43df298d-a25e-43cf-9ba2-4b3c35cde76c","root_0","Number",10.9748,0.188973,4.66676,12.0735,28.6681,0,"Primary root","-1"
"null","null","43df298d-a25e-43cf-9ba2-4b3c35cde76c","root_0","Number",10.4356,0.13037,4.66676,12.0904,28.1263,0,"Primary root","-2"
"null","null","43df298d-a25e-43cf-9ba2-4b3c35cde76c","root_0","Number",10.1278,0.110068,4.85576,12.0735,27.8215,0,"Primary root","-3"
"null","null","43df298d-a25e-43cf-9ba2-4b3c35cde76c","root_0","Number",9.29079,0.154538,4.8532,11.9888,26.9748,0,"Primary root","-4"
"null","null","43df298d-a25e-43cf-9ba2-4b3c35cde76c","root_0","Number",9.09491,0.166445,4.733,11.9888,26.7885,0,"Primary root","-5"
"null","null","43df298d-a25e-43cf-9ba2-4b3c35cde76c","root_0","Number",8.76718,0.171708,4.55917,12.0227,26.4668,0,"Primary root","-6"
"null","null","43df298d-a25e-43cf-9ba2-4b3c35cde76c","root_0","Number",8.35947,0.171708,4.7628,12.0227,26.0604,0,"Primary root","-7"
"null","null","43df298d-a25e-43cf-9ba2-4b3c35cde76c","root_0","Number",8.06316,0.175532,4.43481,12.0396,25.7556,0,"Primary root","-8"
"null","null","43df298d-a25e-43cf-9ba2-4b3c35cde76c","root_0","Number",7.75955,0.199611,4.54208,12.1243,25.4677,0,"Primary root","-9"
"null","null","43df298d-a25e-43cf-9ba2-4b3c35cde76c","root_0","Number",7.41622,0.176291,4.54208,12.1751,25.1291,0,"Primary root","-10"
"null","null","43df298d-a25e-43cf-9ba2-4b3c35cde76c","root_0","Number",7.02863,0.1778,4.34632,12.2259,24.7396,0,"Primary root","-11"
"null","null","43df298d-a25e-43cf-9ba2-4b3c35cde76c","root_0","Number",6.62714,0.176421,4.6757,12.3613,24.3671,0,"Primary root","-12"
"null","null","43df298d-a25e-43cf-9ba2-4b3c35cde76c","root_0","Number",5.96924,0.148253,4.56653,12.3952,23.7067,0,"Primary root","-13"
"null","null","43df298d-a25e-43cf-9ba2-4b3c35cde76c","root_0","Number",5.83981,0.13824,4.56653,12.4121,23.5881,0,"Primary root","-14"
"null","null","43df298d-a25e-43cf-9ba2-4b3c35cde76c","root_0","Number",5.47661,0.132271,4.64516,12.4968,23.2325,0,"Primary root","-15"
"null","null","43df298d-a25e-43cf-9ba2-4b3c35cde76c","root_0","Number",5.26147,0.132271,4.69222,12.5137,23.0124,0,"Primary root","-16"
"null","null","43df298d-a25e-43cf-9ba2-4b3c35cde76c","root_0","Number",5.01385,0.132271,4.69222,12.5137,22.7753,0,"Primary root","-17"
"null","null","43df298d-a25e-43cf-9ba2-4b3c35cde76c","root_0","Number",4.70441,0.160874,4.62895,12.5476,22.4536,0,"Primary root","-18"
"null","null","43df298d-a25e-43cf-9ba2-4b3c35cde76c","root_0","Number",4.51976,0.160874,4.62895,12.5645,22.2843,0,"Primary root","-19"
"null","null","43df298d-a25e-43cf-9ba2-4b3c35cde76c","root_0","Number",4.25433,0.183325,4.55454,12.5984,22.0133,0,"Primary root","-20"
"null","null","43df298d-a25e-43cf-9ba2-4b3c35cde76c","root_0","Number",3.94875,0.21877,4.55454,12.6492,21.7085,0,"Primary root","-21"
"null","null","43df298d-a25e-43cf-9ba2-4b3c35cde76c","root_0","Number",3.68584,0.235943,4.65977,12.6661,21.4545,0,"Primary root","-22"
"null","null","43df298d-a25e-43cf-9ba2-4b3c35cde76c","root_0","Number",3.49657,0.235943,4.65977,12.6831,21.2683,0,"Primary root","-23"
"null","null","43df298d-a25e-43cf-9ba2-4b3c35cde76c","root_0","Length",17.4401,0,0,11.91,35.0799,0,"Primary root","null"
"TRmock_PL3_DAT18 (1).xml","TRmock_PL3_DAT18 (1).xml","2b3122aa-a04c-4d7c-bd2c-5dea52db3d5b","root_2","Origin",0,0,0,22.6017,15.9267,0,"Primary root","null"
"null","null","2b3122aa-a04c-4d7c-bd2c-5dea52db3d5b","root_2","Length",7.95582,0,0,22.4524,23.7471,0,"Primary root","null"
"TRmock_PL3_DAT18 (1).xml","TRmock_PL3_DAT18 (1).xml","4fbdb0fe-b974-48c0-aa5b-87cb0a57b902","root_1","Origin",0,0,0,14.6916,22.824,0,"Primary root","null"
"null","null","4fbdb0fe-b974-48c0-aa5b-87cb0a57b902","root_1","Number",6.13347,0.1467,4.63413,14.2409,28.9052,0,"Primary root","1"
"null","null","4fbdb0fe-b974-48c0-aa5b-87cb0a57b902","root_1","Number",5.82497,0.132667,4.76364,14.2409,28.6004,0,"Primary root","0"
"null","null","4fbdb0fe-b974-48c0-aa5b-87cb0a57b902","root_1","Number",5.70832,0.140332,4.76364,14.2409,28.4819,0,"Primary root","-1"
"null","null","4fbdb0fe-b974-48c0-aa5b-87cb0a57b902","root_1","Number",5.38215,0.143943,4.70542,14.2409,28.1601,0,"Primary root","-2"
"null","null","4fbdb0fe-b974-48c0-aa5b-87cb0a57b902","root_1","Number",5.10453,0.138811,4.6092,14.2748,27.8892,0,"Primary root","-3"
"null","null","4fbdb0fe-b974-48c0-aa5b-87cb0a57b902","root_1","Number",4.98388,0.144353,4.62323,14.2748,27.7707,0,"Primary root","-4"
"null","null","4fbdb0fe-b974-48c0-aa5b-87cb0a57b902","root_1","Number",4.80186,0.151835,4.62323,14.2917,27.5844,0,"Primary root","-5"
"null","null","4fbdb0fe-b974-48c0-aa5b-87cb0a57b902","root_1","Number",4.45752,0.143934,4.53549,14.3256,27.2457,0,"Primary root","-6"
"null","null","4fbdb0fe-b974-48c0-aa5b-87cb0a57b902","root_1","Number",4.07531,0.139259,4.52105,14.3933,26.8563,0,"Primary root","-7"
"null","null","4fbdb0fe-b974-48c0-aa5b-87cb0a57b902","root_1","Number",3.87841,0.135464,4.53522,14.4272,26.67,0,"Primary root","-8"
"null","null","4fbdb0fe-b974-48c0-aa5b-87cb0a57b902","root_1","Number",3.4646,0.142982,4.61475,14.4949,26.2636,0,"Primary root","-9"
"null","null","4fbdb0fe-b974-48c0-aa5b-87cb0a57b902","root_1","Number",3.26975,0.145042,4.61475,14.5119,26.0604,0,"Primary root","-10"
"null","null","4fbdb0fe-b974-48c0-aa5b-87cb0a57b902","root_1","Number",3.19342,0.144559,4.61475,14.5119,25.9927,0,"Primary root","-11"
"null","null","4fbdb0fe-b974-48c0-aa5b-87cb0a57b902","root_1","Number",2.94006,0.148572,4.68493,14.5288,25.7387,0,"Primary root","-12"
"null","null","4fbdb0fe-b974-48c0-aa5b-87cb0a57b902","root_1","Number",2.82266,0.152114,4.68493,14.5288,25.6201,0,"Primary root","-13"
"null","null","4fbdb0fe-b974-48c0-aa5b-87cb0a57b902","root_1","Number",2.71427,0.145677,4.67444,14.5457,25.5185,0,"Primary root","-14"
"null","null","4fbdb0fe-b974-48c0-aa5b-87cb0a57b902","root_1","Number",2.1679,0.143938,4.69059,14.5288,24.9597,0,"Primary root","-15"
"null","null","4fbdb0fe-b974-48c0-aa5b-87cb0a57b902","root_1","Number",1.95081,0.141849,4.65499,14.5457,24.7565,0,"Primary root","-16"
"null","null","4fbdb0fe-b974-48c0-aa5b-87cb0a57b902","root_1","Number",1.17994,0.126888,4.52678,14.6304,23.9776,0,"Primary root","-17"
"null","null","4fbdb0fe-b974-48c0-aa5b-87cb0a57b902","root_1","Number",1.36966,0.121777,4.5441,14.5965,24.1639,0,"Primary root","-16"
"null","null","4fbdb0fe-b974-48c0-aa5b-87cb0a57b902","root_1","Length",11.7488,0,0,13.7179,34.4139,0,"Primary root","null"
"TRmock_PL3_DAT18 (1).xml","TRmock_PL3_DAT18 (1).xml","90b766f7-b663-454e-9dd2-9d19a99f8174","root_0","Origin",0,0,0,13.1026,13.4629,0,"Primary root","null"
"null","null","90b766f7-b663-454e-9dd2-9d19a99f8174","root_0","Number",10.5053,0.190383,4.65237,11.7348,23.8083,0,"Primary root","1"
"null","null","90b766f7-b663-454e-9dd2-9d19a99f8174","root_0","Number",9.5214,0.157075,4.61869,11.8025,22.8431,0,"Primary root","0"
"null","null","90b766f7-b663-454e-9dd2-9d19a99f8174","root_0","Number",8.98248,0.169187,4.55846,11.8703,22.3012,0,"Primary root","-1"
"null","null","90b766f7-b663-454e-9dd2-9d19a99f8174","root_0","Number",8.50328,0.17609,4.50847,11.9041,21.8271,0,"Primary root","-2"
"null","null","90b766f7-b663-454e-9dd2-9d19a99f8174","root_0","Number",8.11256,0.222183,4.56524,11.9888,21.4376,0,"Primary root","-3"
"null","null","90b766f7-b663-454e-9dd2-9d19a99f8174","root_0","Number",7.68167,0.253986,4.50878,12.0565,21.0143,0,"Primary root","-4"
"null","null","90b766f7-b663-454e-9dd2-9d19a99f8174","root_0","Number",7.32969,0.247303,4.60555,12.1243,20.6756,0,"Primary root","-5"
"null","null","90b766f7-b663-454e-9dd2-9d19a99f8174","root_0","Number",6.40352,0.217699,4.56322,12.2259,19.7443,0,"Primary root","-6"
"null","null","90b766f7-b663-454e-9dd2-9d19a99f8174","root_0","Number",6.00117,0.217699,4.61452,12.2936,19.3548,0,"Primary root","-7"
"null","null","90b766f7-b663-454e-9dd2-9d19a99f8174","root_0","Number",5.18603,0.217699,4.5379,12.3952,18.542,0,"Primary root","-8"
"null","null","90b766f7-b663-454e-9dd2-9d19a99f8174","root_0","Number",5.7183,0.217699,4.61452,12.3105,19.0669,0,"Primary root","-7"
"null","null","90b766f7-b663-454e-9dd2-9d19a99f8174","root_0","Length",17.1995,0,0,11.3413,30.4436,0,"Primary root","null"
"TRmock_PL4_DAT18.xml","TRmock_PL4_DAT18.xml","5640b895-7657-47c9-832d-d93ccc7c0319","root_3","Origin",0,0,0,19.558,44.7629,0,"Primary root","null"
"null","null","5640b895-7657-47c9-832d-d93ccc7c0319","root_3","Length",6.19683,0,0,20.7042,50.7299,0,"Primary root","null"
"TRmock_PL4_DAT18.xml","TRmock_PL4_DAT18.xml","5624c2a0-3184-4016-b674-3515a658f5d4","root_2","Origin",0,0,0,19.0288,44.3232,0,"Primary root","null"
"null","null","5624c2a0-3184-4016-b674-3515a658f5d4","root_2","Length",4.75632,0,0,18.8547,49.0436,0,"Primary root","null"
"TRmock_PL4_DAT18.xml","TRmock_PL4_DAT18.xml","88a199ba-cdb6-4500-9a58-658197edea2d","root_1","Origin",0,0,0,15.958,25.0945,0,"Primary root","null"
"null","null","88a199ba-cdb6-4500-9a58-658197edea2d","root_1","Number",6.16663,0.143225,4.58846,13.3773,28.7359,0,"Primary root","1"
"null","null","88a199ba-cdb6-4500-9a58-658197edea2d","root_1","Number",5.53835,0.145431,4.58205,13.4451,28.1093,0,"Primary root","0"
"null","null","88a199ba-cdb6-4500-9a58-658197edea2d","root_1","Number",4.6707,0.152397,4.75083,13.4451,27.2457,0,"Primary root","-1"
"null","null","88a199ba-cdb6-4500-9a58-658197edea2d","root_1","Number",4.57486,0.148769,4.84121,13.4281,27.1611,0,"Primary root","-2"
"null","null","88a199ba-cdb6-4500-9a58-658197edea2d","root_1","Number",4.08827,0.145615,4.53083,13.4281,26.67,0,"Primary root","-3"
"null","null","88a199ba-cdb6-4500-9a58-658197edea2d","root_1","Number",3.95616,0.149627,4.53083,13.4451,26.5515,0,"Primary root","-4"
"null","null","88a199ba-cdb6-4500-9a58-658197edea2d","root_1","Number",3.73755,0.168304,4.4089,13.4959,26.3313,0,"Primary root","-5"
"null","null","88a199ba-cdb6-4500-9a58-658197edea2d","root_1","Number",3.42208,0.169997,4.16541,13.6483,26.0604,0,"Primary root","-6"
"null","null","88a199ba-cdb6-4500-9a58-658197edea2d","root_1","Number",3.31435,0.166496,4.16541,13.6991,25.9588,0,"Primary root","-7"
"null","null","88a199ba-cdb6-4500-9a58-658197edea2d","root_1","Number",3.1722,0.161875,4.16541,13.7837,25.8403,0,"Primary root","-8"
"null","null","88a199ba-cdb6-4500-9a58-658197edea2d","root_1","Number",2.96938,0.16087,3.98588,13.9023,25.6879,0,"Primary root","-9"
"null","null","88a199ba-cdb6-4500-9a58-658197edea2d","root_1","Number",2.64979,0.16087,4.02062,14.1055,25.4508,0,"Primary root","-10"
"null","null","88a199ba-cdb6-4500-9a58-658197edea2d","root_1","Length",11.7153,0,0,13.3524,34.2612,0,"Primary root","null"
"TRmock_PL4_DAT18.xml","TRmock_PL4_DAT18.xml","f75bf7f3-b30d-4332-a0aa-8316ece7a423","root_0","Origin",0,0,0,10.8374,16.3987,0,"Primary root","null"
"null","null","f75bf7f3-b30d-4332-a0aa-8316ece7a423","root_0","Length",5.91096,0,0,10.4729,22.2825,0,"Primary root","null"
"TRmock_PL5_DAT18.xml","TRmock_PL5_DAT18.xml","b7b8be5e-909a-4891-9966-13836c55be5f","root_1","Origin",0,0,0,16.6884,15.8845,0,"Primary root","null"
"null","null","b7b8be5e-909a-4891-9966-13836c55be5f","root_1","Number",19.3506,0.16083,4.74588,15.7649,34.9673,0,"Primary root","1"
"null","null","b7b8be5e-909a-4891-9966-13836c55be5f","root_1","Number",18.714,0.148596,4.69789,15.7649,34.3239,0,"Primary root","0"
"null","null","b7b8be5e-909a-4891-9966-13836c55be5f","root_1","Number",18.4987,0.149791,4.6623,15.7649,34.1207,0,"Primary root","-1"
"null","null","b7b8be5e-909a-4891-9966-13836c55be5f","root_1","Number",18.1642,0.158105,4.79797,15.7649,33.782,0,"Primary root","-2"
"null","null","b7b8be5e-909a-4891-9966-13836c55be5f","root_1","Number",17.9051,0.158802,4.7976,15.7311,33.528,0,"Primary root","-3"
"null","null","b7b8be5e-909a-4891-9966-13836c55be5f","root_1","Number",17.5401,0.163981,4.7675,15.7141,33.1555,0,"Primary root","-4"
"null","null","b7b8be5e-909a-4891-9966-13836c55be5f","root_1","Number",17.2316,0.166028,4.86601,15.6803,32.8507,0,"Primary root","-5"
"null","null","b7b8be5e-909a-4891-9966-13836c55be5f","root_1","Number",17.0641,0.161046,4.78839,15.6464,32.6813,0,"Primary root","-6"
"null","null","b7b8be5e-909a-4891-9966-13836c55be5f","root_1","Number",16.8199,0.174116,4.78839,15.6295,32.4443,0,"Primary root","-7"
"null","null","b7b8be5e-909a-4891-9966-13836c55be5f","root_1","Number",16.6916,0.179219,4.82386,15.6295,32.3257,0,"Primary root","-8"
"null","null","b7b8be5e-909a-4891-9966-13836c55be5f","root_1","Number",16.4765,0.184367,4.82386,15.5956,32.1056,0,"Primary root","-9"
"null","null","b7b8be5e-909a-4891-9966-13836c55be5f","root_1","Number",16.0488,0.18626,4.84515,15.5448,31.6823,0,"Primary root","-10"
"null","null","b7b8be5e-909a-4891-9966-13836c55be5f","root_1","Number",16.3235,0.18626,4.84515,15.5787,31.9532,0,"Primary root","-9"
"null","null","b7b8be5e-909a-4891-9966-13836c55be5f","root_1","Length",24.3871,0,0,15.6107,39.9343,0,"Primary root","null"
"TRmock_PL5_DAT18.xml","TRmock_PL5_DAT18.xml","6f6e6f05-2d13-46b2-9112-baea09b66aa1","root_0","Origin",0,0,0,13.9846,8.80228,0,"Primary root","null"
"null","null","6f6e6f05-2d13-46b2-9112-baea09b66aa1","root_0","Number",17.5709,0.130604,4.65902,9.99067,24.7904,0,"Primary root","1"
"null","null","6f6e6f05-2d13-46b2-9112-baea09b66aa1","root_0","Number",17.1597,0.139997,4.65902,10.0076,24.384,0,"Primary root","0"
"null","null","6f6e6f05-2d13-46b2-9112-baea09b66aa1","root_0","Number",16.8636,0.144622,4.65226,10.0245,24.0792,0,"Primary root","-1"
"null","null","6f6e6f05-2d13-46b2-9112-baea09b66aa1","root_0","Number",16.5842,0.143028,4.70905,10.0415,23.8083,0,"Primary root","-2"
"null","null","6f6e6f05-2d13-46b2-9112-baea09b66aa1","root_0","Number",16.1576,0.121273,4.66358,10.0415,23.3849,0,"Primary root","-3"
"null","null","6f6e6f05-2d13-46b2-9112-baea09b66aa1","root_0","Number",15.8893,0.118528,4.73426,10.0415,23.114,0,"Primary root","-4"
"null","null","6f6e6f05-2d13-46b2-9112-baea09b66aa1","root_0","Number",15.661,0.118528,5.05233,9.97373,22.8939,0,"Primary root","-5"
"null","null","6f6e6f05-2d13-46b2-9112-baea09b66aa1","root_0","Number",15.1261,0.118528,4.49628,10.0076,22.3689,0,"Primary root","-6"
"null","null","6f6e6f05-2d13-46b2-9112-baea09b66aa1","root_0","Number",14.892,0.128685,4.61903,10.0584,22.1319,0,"Primary root","-7"
"null","null","6f6e6f05-2d13-46b2-9112-baea09b66aa1","root_0","Number",14.833,0.136974,4.61903,10.0584,22.0811,0,"Primary root","-8"
"null","null","6f6e6f05-2d13-46b2-9112-baea09b66aa1","root_0","Number",14.7225,0.152413,4.70026,10.0753,21.9625,0,"Primary root","-9"
"null","null","6f6e6f05-2d13-46b2-9112-baea09b66aa1","root_0","Number",14.1391,0.152413,4.71353,10.0753,21.3868,0,"Primary root","-10"
"null","null","6f6e6f05-2d13-46b2-9112-baea09b66aa1","root_0","Number",13.4156,0.152413,4.53242,10.1261,20.6587,0,"Primary root","-11"
"null","null","6f6e6f05-2d13-46b2-9112-baea09b66aa1","root_0","Number",13.1051,0.163003,4.53241,10.1769,20.3539,0,"Primary root","-12"
"null","null","6f6e6f05-2d13-46b2-9112-baea09b66aa1","root_0","Number",12.5537,0.182647,4.753,10.1939,19.812,0,"Primary root","-13"
"null","null","6f6e6f05-2d13-46b2-9112-baea09b66aa1","root_0","Number",12.2496,0.181661,4.65313,10.1939,19.5072,0,"Primary root","-14"
"null","null","6f6e6f05-2d13-46b2-9112-baea09b66aa1","root_0","Number",11.893,0.17781,4.66964,10.2277,19.1516,0,"Primary root","-15"
"null","null","6f6e6f05-2d13-46b2-9112-baea09b66aa1","root_0","Length",22.8444,0,0,9.90038,29.9768,0,"Primary root","null"
"TRmock_PL6_DAT18.xml","TRmock_PL6_DAT18.xml","c8d14f8a-af9d-46a6-9fe0-18c8cc6fb99f","root_5","Origin",0,0,0,18.3021,15.8686,0,"Primary root","null"
