"","image","plant","surface","diameter","convexHull","das","tr"
"279","TRmock_PL610_PA_DAT5 2.tif",3,2.6821377,2.613944,0.21166341,5,"mock"
"280","TRmock_PL610_PA_DAT5 2.tif",4,3.0265665,2.9528039,0.056470275,5,"mock"
"281","TRmock_PL610_PA_DAT6 2.tif",0,3.4020336,2.9872906,0.0985226,6,"mock"
"282","TRmock_PL610_PA_DAT6 2.tif",1,3.4284666,3.1406488,0.9047259,6,"mock"
"283","TRmock_PL610_PA_DAT6 2.tif",2,3.0636125,2.9579535,0.6988697,6,"mock"
"284","TRmock_PL610_PA_DAT6 2.tif",3,3.3655882,2.9383914,0.251513,6,"mock"
"285","TRmock_PL610_PA_DAT6 2.tif",4,3.7354486,3.5011218,0.03444286,6,"mock"
"286","TRmock_PL610_PA_DAT7 2.tif",0,4.6463823,3.4751732,0.20305268,7,"mock"
"287","TRmock_PL610_PA_DAT7 2.tif",1,4.561677,3.6084905,2.2431915,7,"mock"
"288","TRmock_PL610_PA_DAT7 2.tif",2,4.3534174,3.4773622,1.1528347,7,"mock"
"289","TRmock_PL610_PA_DAT7 2.tif",3,4.6247554,3.3594708,0.7265041,7,"mock"
"290","TRmock_PL610_PA_DAT7 2.tif",4,5.040072,3.810626,0.15138839,7,"mock"
"291","TRmock_PL610_PA_DAT8 2.tif",0,5.8454742,3.765587,0.58632964,8,"mock"
"292","TRmock_PL610_PA_DAT8 2.tif",1,5.5793433,4.125916,3.0794322,8,"mock"
"293","TRmock_PL610_PA_DAT8 2.tif",2,5.075917,3.7215905,1.6015931,8,"mock"
"294","TRmock_PL610_PA_DAT8 2.tif",3,5.7067018,3.753176,0.9365655,8,"mock"
"295","TRmock_PL610_PA_DAT8 2.tif",4,6.4634433,4.264978,0.46778214,8,"mock"
"296","TRmock_PL610_PA_DAT9 2.tif",0,7.7170033,4.3763266,0.6824493,9,"mock"
"297","TRmock_PL610_PA_DAT9 2.tif",1,7.6158776,4.5341573,3.429668,9,"mock"
"298","TRmock_PL610_PA_DAT9 2.tif",2,6.165072,4.059052,1.9586374,9,"mock"
"299","TRmock_PL610_PA_DAT9 2.tif",3,7.3835883,4.3465514,0.5546903,9,"mock"
"300","TRmock_PL610_PA_DAT9 2.tif",4,8.536022,4.9743133,1.6820933,9,"mock"
